English Word	anger	anticipation	disgust	fear	joy	negative	positive	sadness	surprise	trust	Russian Word	Russian Synonyms
disapprove	1	0	1	1	0	1	0	1	0	0	не одобрять	осуждать;порицать
disapproved	1	0	0	0	0	1	0	1	0	0	не одобренный	отвергнутый;осуждённый
disapproving	1	0	1	0	0	1	0	1	0	0	неодобрительный	осуждающий;порицающий
disaster	1	0	1	1	0	1	0	1	1	0	катастрофа	бедствие;несчастье;трагедия
disastrous	1	0	0	1	0	1	0	1	0	0	катастрофический	бедственный;губительный
disbelieve	0	0	0	0	0	1	0	0	0	0	не верить	сомневаться;отвергать
discards	0	0	0	0	0	1	0	0	0	0	отбрасывать	выбрасывать;отвергать
discharge	0	0	0	0	0	1	0	0	0	0	увольнение	освобождение;выписка
disciple	0	0	0	0	0	0	0	0	0	1	ученик	последователь;апостол
discipline	0	0	0	1	0	1	0	0	0	0	дисциплина	порядок;наказание
disclaim	1	0	1	0	0	1	0	0	0	1	отрекаться	отказываться;отвергать
disclosed	0	0	0	0	0	0	0	0	0	1	раскрытый	обнародованный;открытый
discoloration	0	0	1	0	0	1	0	0	0	0	изменение цвета	обесцвечивание;потемнение
discolored	0	0	1	0	0	1	0	1	0	0	обесцвеченный	выцветший;потемневший
discomfort	0	0	0	0	0	1	0	1	0	0	дискомфорт	неудобство;неловкость
disconnect	0	0	0	0	0	1	0	1	0	0	отключать	разъединять;размыкать
disconnected	0	0	0	0	0	1	0	1	0	0	отключённый	разъединённый;оторванный
disconnection	0	0	0	0	0	1	0	0	0	0	отключение	разъединение;разрыв
discontent	1	0	1	1	0	1	0	1	0	0	недовольство	неудовлетворённость;неудовольствие
discontinue	0	0	0	0	0	1	0	0	0	0	прекращать	останавливать;отменять
discontinuity	0	0	1	1	0	1	0	1	0	0	разрыв	прерывность;прерывание
discord	1	0	1	0	0	1	0	0	0	0	разлад	раздор;ссора;конфликт
discourage	0	0	0	1	0	1	0	1	0	0	обескураживать	отговаривать;разочаровывать
discouragement	0	0	0	0	0	1	0	0	0	0	уныние	упадок духа;обескураженность
discovery	0	0	0	0	0	0	1	0	0	0	открытие	находка;обнаружение
discredit	0	0	0	0	0	1	0	0	0	0	дискредитировать	опорочить;подорвать доверие
discreet	0	1	0	0	0	0	1	0	0	0	сдержанный	осмотрительный;тактичный;деликатный
discretion	0	1	0	0	0	0	1	0	0	1	осмотрительность	благоразумие;такт;рассудительность
discretionary	0	0	0	0	0	0	1	0	0	0	дискреционный	произвольный
discriminate	1	0	0	0	0	1	0	1	0	0	дискриминировать	притеснять;ущемлять
discriminating	0	0	1	0	0	1	0	0	0	0	дискриминирующий	предвзятый
discrimination	1	0	1	1	0	1	0	1	0	0	дискриминация	притеснение;ущемление
discussion	0	0	0	0	0	0	1	0	0	0	обсуждение	дискуссия;беседа
disdain	1	0	1	0	0	1	0	0	0	0	презрение	пренебрежение;высокомерие
disease	1	0	1	1	0	1	0	1	0	0	болезнь	заболевание;недуг;хворь
diseased	0	0	1	1	0	1	0	1	0	0	больной	заболевший;поражённый
disembodied	0	0	0	1	0	1	0	1	0	0	бестелесный	бесплотный
disengagement	0	0	0	0	0	1	0	0	0	0	разъединение	отстранение;размежевание
disfigured	1	0	1	1	0	1	0	1	0	0	обезображенный	изуродованный;искажённый
disgrace	1	0	1	0	0	1	0	1	0	0	позор	бесчестье;срам;унижение
disgraced	1	0	1	0	0	1	0	1	0	0	опальный	опозоренный;обесчещенный
disgraceful	1	0	1	0	0	1	0	0	0	0	постыдный	позорный;бесчестный
disgruntled	1	0	1	0	0	1	0	1	0	0	недовольный	раздражённый;возмущённый
disgust	1	0	1	1	0	1	0	1	0	0	отвращение	омерзение;брезгливость
disgusting	1	0	1	1	0	1	0	0	0	0	отвратительный	омерзительный;гадкий;мерзкий
disheartened	0	0	0	0	0	1	0	1	0	0	обескураженный	унылый;павший духом
disheartening	0	0	0	0	0	1	0	1	0	0	обескураживающий	удручающий;угнетающий
dishonest	1	0	1	0	0	1	0	1	0	0	нечестный	лживый;бесчестный
dishonesty	0	0	1	0	0	1	0	0	0	0	нечестность	лживость;обман
dishonor	1	0	1	1	0	1	0	1	0	0	бесчестье	позор;бесчестие
disillusionment	1	0	1	0	0	1	0	1	0	0	разочарование	крушение иллюзий;отрезвление
disinfection	0	0	0	0	0	0	1	0	0	0	дезинфекция	обеззараживание
disinformation	1	0	0	1	0	1	0	0	0	0	дезинформация	ложь;фейк;манипуляция
disingenuous	0	0	1	0	0	1	0	0	0	0	неискренний	лицемерный;фальшивый
disintegrate	0	0	1	1	0	1	0	0	0	0	распадаться	разрушаться;разлагаться;дезинтегрироваться
disintegration	0	0	0	0	0	1	0	0	0	0	распад	разрушение;дезинтеграция
disinterested	0	0	0	0	0	1	0	0	0	0	незаинтересованный	безучастный;равнодушный
dislike	1	0	1	0	0	1	0	0	0	0	не нравиться	испытывать неприязнь;питать антипатию
disliked	1	0	0	0	0	1	0	1	0	0	нелюбимый	отвергнутый;непопулярный
dislocated	1	0	1	1	0	1	0	1	0	0	вывихнутый	смещённый;дислоцированный
dismal	0	0	1	1	0	1	0	1	0	0	мрачный	унылый;гнетущий;безрадостный
dismay	1	1	0	1	0	1	0	1	1	0	тревога	смятение;ужас;паника
dismemberment	0	0	1	1	0	1	0	1	0	0	расчленение	разъятие;разделение
dismissal	1	0	1	1	0	1	0	1	1	0	увольнение	отставка;исключение
disobedience	1	0	1	0	0	1	0	0	0	0	непослушание	неповиновение;ослушание
disobedient	1	0	0	0	0	1	0	0	0	0	непослушный	непокорный;строптивый
disobey	1	0	1	0	0	1	0	0	0	0	ослушаться	не подчиняться;нарушать
disorder	0	0	0	1	0	1	0	0	0	0	беспорядок	хаос;расстройство
disorderly	0	0	0	0	0	1	0	0	0	0	беспорядочный	хаотичный;неупорядоченный
disorganized	0	0	0	0	0	1	0	0	0	0	неорганизованный	хаотичный;неупорядоченный
disparage	1	0	1	0	0	1	0	1	0	0	принижать	порочить;умалять;дискредитировать
disparaging	1	0	1	0	0	1	0	1	0	0	пренебрежительный	уничижительный;унизительный
disparity	1	0	1	0	0	1	0	1	0	0	несоответствие	неравенство;разрыв;диспропорция
dispassionate	0	0	0	0	0	1	0	1	0	0	бесстрастный	беспристрастный;хладнокровный
dispel	0	0	0	0	0	1	0	1	0	0	рассеять	развеять;устранить
dispersion	0	0	0	0	0	1	0	0	0	0	рассеивание	дисперсия;распыление
displace	0	0	0	0	0	1	0	0	0	0	вытеснять	перемещать;замещать
displaced	1	0	0	1	0	0	0	1	0	0	перемещённый	смещённый;изгнанный
displeased	1	0	1	1	0	1	0	1	0	0	недовольный	раздосадованный;раздражённый
displeasure	0	0	1	0	0	1	0	0	0	0	неудовольствие	недовольство;раздражение
disposal	0	0	0	0	0	1	0	0	0	0	утилизация	устранение;ликвидация
dispose	0	0	1	0	0	0	0	0	0	0	располагать	размещать;избавляться
disposed	0	1	0	0	0	0	1	0	0	1	расположенный	склонный;настроенный
dispossessed	1	0	0	1	0	1	0	1	0	0	обездоленный	лишённый;обделённый
dispute	1	0	0	0	0	1	0	0	0	0	спор	диспут;разногласие;конфликт
disqualification	0	0	0	0	0	1	0	0	0	0	дисквалификация	отстранение
disqualified	1	0	1	0	0	1	0	1	0	0	дисквалифицированный	отстранённый
disqualify	0	0	0	0	0	1	0	1	0	0	дисквалифицировать	отстранять
disregard	0	0	0	0	0	1	0	0	0	0	игнорировать	пренебрегать;не обращать внимания
disregarded	0	0	1	0	0	1	0	0	0	0	игнорируемый	проигнорированный;пренебрегаемый
disreputable	1	0	1	1	0	1	0	0	0	0	бесчестный	позорный;сомнительный;дурной
disrespect	1	0	0	0	0	1	0	0	0	0	неуважение	пренебрежение
disrespectful	1	0	1	1	0	1	0	1	0	0	неуважительный	пренебрежительный;оскорбительный
disruption	1	0	0	1	0	1	0	0	1	0	нарушение	срыв;разрушение;сбой
dissatisfaction	0	0	0	0	0	1	0	0	0	0	неудовлетворённость	недовольство
dissection	0	0	1	0	0	0	0	0	0	0	рассечение	вскрытие;препарирование
disseminate	0	0	0	0	0	0	1	0	0	0	распространять	распределять;рассеивать
dissension	1	0	0	0	0	1	0	0	0	0	раздор	разногласие;несогласие
dissenting	0	0	0	0	0	1	0	0	0	0	несогласный	инакомыслящий;протестующий
disservice	1	0	1	0	0	1	0	1	0	0	вред	медвежья услуга;ущерб
dissident	1	0	0	1	0	1	0	0	0	0	диссидент	инакомыслящий;оппозиционер
dissolution	1	0	0	1	0	1	0	1	1	0	распад	растворение;разложение;упразднение
dissonance	1	0	0	0	0	1	0	0	0	0	диссонанс	разлад;несогласованность
distaste	0	0	1	0	0	1	0	0	0	0	отвращение	неприязнь;антипатия
distasteful	0	0	1	0	0	1	0	0	0	0	неприятный	отвратительный;противный
distillation	0	0	0	0	0	0	1	0	0	0	дистилляция	перегонка;очистка
distinction	0	0	0	0	0	0	1	0	0	0	различие	отличие;особенность;заслуга
distorted	0	0	1	0	0	1	0	0	0	0	искажённый	деформированный;перекошенный
distortion	0	0	0	0	0	1	0	0	0	0	искажение	деформация;перекос
distract	0	0	0	0	0	1	0	0	0	0	отвлекать	рассеивать
distracted	1	0	0	0	0	1	0	0	0	0	рассеянный	несосредоточенный;отвлечённый
distracting	1	1	0	0	0	1	0	0	0	0	отвлекающий	мешающий
distraction	0	0	0	0	0	1	0	0	0	0	отвлечение	рассеянность;помеха
distraught	0	0	0	0	0	1	0	1	0	0	обезумевший	отчаявшийся;безутешный;потрясённый
distress	1	0	1	1	0	1	0	1	1	0	бедствие	страдание;горе;беда
distressed	0	0	0	1	0	1	0	0	0	0	огорчённый	встревоженный;подавленный;расстроенный
distressing	1	0	0	1	0	1	0	0	0	0	тревожный	огорчительный;мучительный;гнетущий
distrust	1	0	1	1	0	1	0	0	0	0	недоверие	подозрительность;сомнение
disturbance	1	0	0	1	0	1	0	1	1	0	беспорядок	нарушение;смятение;волнение
disturbed	1	0	0	0	0	1	0	1	0	0	встревоженный	обеспокоенный;расстроенный
disuse	0	0	0	0	0	1	0	0	0	0	неупотребление	неиспользование;забвение
disused	1	0	0	0	0	1	0	0	0	0	заброшенный	неиспользуемый
ditty	0	0	0	0	1	0	1	0	0	0	песенка	частушка;мотив
divan	0	0	0	0	0	0	0	0	0	1	диван	
divergent	0	0	0	0	0	1	0	0	1	0	расходящийся	различный;отличающийся
diverse	0	0	0	0	0	1	1	0	0	0	разнообразный	различный;многообразный
diversified	0	0	0	0	0	0	1	0	0	0	диверсифицированный	разнообразный;многопрофильный
diversion	0	0	0	0	0	0	1	0	1	0	отвлечение	развлечение;диверсия
divested	0	0	0	0	0	1	0	0	0	0	лишённый	освобождённый
divestment	0	0	0	0	0	1	0	0	0	0	отчуждение	изъятие;продажа активов
divination	0	1	0	0	0	0	0	0	0	0	гадание	прорицание;предсказание
divinity	0	0	0	0	0	0	1	0	0	0	божественность	божество;святость
divorce	1	0	1	1	0	1	0	1	1	1	развод	разрыв;расторжение брака
dizziness	0	0	0	0	0	1	0	0	0	0	головокружение	дурнота
dizzy	0	0	0	0	0	1	0	0	0	0	головокружительный	кружащий голову
docked	0	0	0	0	0	1	0	0	0	0	пристыкованный	причаленный;состыкованный
doctor	0	0	0	0	0	0	1	0	0	1	врач	доктор;лекарь
doctrine	0	0	0	0	0	0	0	0	0	1	доктрина	учение;догмат
doer	0	0	0	0	0	0	1	0	0	0	деятель	делец;активист
dogged	0	0	0	0	0	0	1	0	0	0	упорный	настойчивый;упрямый
dogma	0	0	0	0	0	0	0	0	0	1	догма	догмат;аксиома
doit	0	0	0	0	0	1	0	0	0	0	грош	мелочь
doldrums	0	0	0	0	0	1	0	1	0	0	уныние	депрессия;апатия;застой
dole	0	0	0	0	0	1	0	1	0	0	пособие	подаяние;милостыня
doll	0	0	0	0	1	0	0	0	0	0	кукла	
dolor	0	0	0	0	0	1	0	1	0	0	скорбь	горе;печаль
dolphin	0	0	0	0	1	0	1	0	1	1	дельфин	
dominant	0	0	0	1	0	1	0	0	0	0	доминирующий	господствующий;преобладающий
dominate	1	0	0	1	0	1	1	0	0	0	доминировать	господствовать;преобладать;подавлять
domination	1	0	0	1	0	1	0	1	0	0	господство	доминирование;владычество;подавление
dominion	0	0	0	1	0	0	0	0	0	1	владычество	господство;власть
don	0	0	0	0	0	0	1	0	0	1	дон	надевать
donation	0	0	0	0	0	0	1	0	0	0	пожертвование	дар;взнос
donkey	0	0	1	0	0	1	0	0	0	0	осёл	ишак
doodle	0	0	0	0	0	1	0	0	0	0	каракули	набросок
doom	0	0	0	1	0	1	0	0	0	0	рок	судьба;гибель;участь
doomed	0	0	0	1	0	1	0	1	0	0	обречённый	гиблый
doomsday	1	1	1	1	0	1	0	1	0	0	Судный день	апокалипсис;конец света
doubt	0	0	0	1	0	1	0	1	0	1	сомневаться	усомниться
doubtful	0	0	0	0	0	1	0	0	0	0	сомнительный	неопределённый;спорный
doubting	0	0	0	0	0	1	0	0	0	0	сомневающийся	недоверчивый
doubtless	0	0	0	0	0	0	1	0	0	1	несомненно	безусловно;бесспорно
douche	0	0	0	0	0	1	0	0	0	0	душ	спринцевание
dour	0	0	0	0	0	1	0	0	0	0	суровый	угрюмый;мрачный
dove	0	1	0	0	1	0	1	0	0	1	голубь	голубка
downfall	0	0	0	1	0	1	0	1	0	0	падение	крах;гибель
downright	0	0	0	0	0	0	0	0	0	1	прямой	откровенный;явный
downy	0	0	0	0	0	0	1	0	0	0	пушистый	пуховой
drab	0	0	0	0	0	1	0	1	0	0	унылый	серый;тусклый;безрадостный
draft	0	1	0	0	0	0	0	0	0	0	черновик	набросок;проект
dragon	0	0	0	1	0	0	0	0	0	0	дракон	
drainage	0	0	0	0	0	1	0	0	0	0	дренаж	осушение;водоотвод
drawback	0	0	0	0	0	1	0	0	0	0	недостаток	минус;изъян
dread	0	1	0	1	0	1	0	0	0	0	страх	ужас;трепет;боязнь
dreadful	1	1	1	1	0	1	0	1	0	0	ужасный	страшный;жуткий;кошмарный
dreadfully	0	0	1	1	0	1	0	1	1	0	ужасно	страшно;жутко;кошмарно
dreary	0	0	0	0	0	1	0	1	0	0	тоскливый	унылый;мрачный;безрадостный
drinking	0	0	0	0	0	1	0	0	0	0	пьянство	выпивка
drivel	0	0	1	0	0	1	0	0	0	0	вздор	чушь;чепуха;ерунда
drone	0	0	0	0	0	1	0	0	0	0	гудение	жужжание;монотонность
drool	0	0	1	0	0	0	0	0	0	0	пускать слюни	слюнить;истекать слюной
drooping	0	0	0	0	0	1	0	0	0	0	поникший	опущенный;увядший;вялый
drought	0	0	0	0	0	1	0	0	0	0	засуха	сушь
drown	0	0	0	1	0	1	0	1	0	0	тонуть	утопать;захлёбываться
drowsiness	0	0	0	0	0	1	0	0	0	0	сонливость	дремота;вялость
drudgery	0	0	0	0	0	1	0	0	0	0	изнурительный труд	каторжная работа;рутина
drugged	0	0	0	0	0	0	0	1	0	0	одурманенный	накачанный;под наркотиками
drunken	0	0	1	0	0	1	0	0	0	0	пьяный	нетрезвый;захмелевший
drunkenness	0	0	0	0	0	1	0	0	0	0	пьянство	опьянение;алкоголизм
dubious	0	0	0	1	0	1	0	0	0	1	сомнительный	подозрительный;неоднозначный
duel	1	1	0	1	0	0	0	0	0	0	дуэль	поединок
duet	0	0	0	0	0	0	1	0	0	0	дуэт	
duke	0	0	0	0	0	0	1	0	0	0	герцог	
dull	0	0	0	0	0	1	0	1	0	0	скучный	тупой;унылый;тоскливый
dumb	0	0	0	0	0	1	0	0	0	0	тупой	глупый;немой
dummy	0	0	0	0	0	1	0	0	0	0	дурак	болван;идиот;чучело
dumps	1	0	0	0	0	1	0	1	0	0	тоска	уныние;депрессия
dun	0	0	0	0	0	1	0	0	0	0	серо-коричневый	тусклый;мрачный
dung	0	0	1	0	0	0	0	0	0	0	навоз	помёт;испражнения
dungeon	0	0	0	1	0	1	0	0	0	0	темница	подземелье;застенок;каземат
dupe	1	0	0	0	0	1	0	0	0	0	обманутый	одураченный;жертва обмана
duplicity	1	0	0	0	0	1	0	0	0	0	двуличие	лицемерие;коварство
durability	0	0	0	0	0	0	1	0	0	1	долговечность	прочность;надёжность
durable	0	0	0	0	0	0	1	0	0	1	прочный	долговечный;надёжный;стойкий
duress	1	0	1	1	0	1	0	1	0	0	принуждение	давление;насилие;угроза
dust	0	0	0	0	0	1	0	0	0	0	пыль	прах
dutiful	0	1	0	0	0	0	1	0	0	1	послушный	исполнительный;обязательный;ответственный
dwarfed	0	0	0	1	0	1	0	1	0	0	карликовый	затмённый;подавленный
dying	1	0	1	1	0	1	0	1	0	0	умирающий	гибнущий;угасающий
dynamic	0	0	0	0	0	0	0	0	1	0	динамичный	энергичный;активный
dysentery	0	0	1	0	0	1	0	1	0	0	дизентерия	
eager	0	1	0	0	1	0	1	0	1	1	жаждущий	страстный;нетерпеливый;рьяный
eagerness	0	1	0	0	1	0	1	0	0	1	рвение	нетерпение;страстность;пыл
eagle	0	0	0	0	0	0	0	0	0	1	орёл	
earl	0	0	0	0	0	0	1	0	0	0	граф	
earn	0	0	0	0	0	0	1	0	0	0	зарабатывать	заслуживать;получать
earnest	0	0	0	0	0	0	1	0	0	0	серьёзный	искренний;ревностный
earnestly	0	0	0	0	0	0	1	0	0	0	серьёзно	искренне;ревностно
earnestness	0	0	0	0	0	0	1	0	0	0	серьёзность	искренность;ревность
earthquake	1	0	0	1	0	1	0	1	1	0	землетрясение	
ease	0	0	0	0	0	0	1	0	0	0	лёгкость	простота;удобство
easement	0	0	0	0	0	0	1	0	0	0	сервитут	облегчение;послабление
easygoing	0	0	0	0	0	0	1	0	0	0	беззаботный	непринуждённый;лёгкий
eat	0	0	0	0	0	0	1	0	0	0	есть	кушать;питаться
eavesdropping	0	0	0	0	0	1	0	0	0	0	подслушивание	
economy	0	0	0	0	0	0	0	0	0	1	экономика	хозяйство;бережливость
ecstasy	0	1	0	0	1	0	1	0	0	0	экстаз	восторг;блаженство
ecstatic	0	1	0	0	1	0	1	0	1	0	восторженный	экстатический;ликующий
edict	0	0	0	1	0	1	0	0	0	0	указ	эдикт;декрет
edification	0	1	0	0	1	0	1	0	0	1	назидание	поучение;просвещение
edition	0	1	0	0	0	0	0	0	0	0	издание	версия;выпуск
educate	0	0	0	0	0	0	1	0	0	0	обучать	воспитывать;образовывать
educated	0	0	0	0	0	0	1	0	0	0	образованный	учёный;просвещённый
educational	0	0	0	0	0	0	1	0	0	1	образовательный	учебный;обучающий
eel	0	0	0	1	0	0	0	0	0	0	угорь	
effective	0	0	0	0	0	0	1	0	0	1	эффективный	действенный;результативный
effeminate	0	0	0	0	0	1	0	0	0	0	женоподобный	изнеженный;женственный
efficacy	0	0	0	0	0	0	1	0	0	0	эффективность	действенность;результативность
efficiency	0	0	0	0	0	0	1	0	0	0	эффективность	производительность;результативность
efficient	0	1	0	0	0	0	1	0	0	1	эффективный	производительный;рациональный
effigy	1	0	0	0	0	0	0	0	0	0	чучело	изображение;манекен
effort	0	0	0	0	0	0	1	0	0	0	усилие	старание;попытка
egotistical	0	0	1	0	0	1	0	0	0	0	эгоистичный	самовлюблённый;себялюбивый
egregious	1	0	1	0	0	1	0	0	0	0	вопиющий	возмутительный;скандальный
ejaculation	0	1	0	0	1	0	1	0	1	1	эякуляция	семяизвержение
eject	0	0	0	0	0	1	0	0	0	0	выбрасывать	изгонять;выталкивать
ejection	0	0	0	0	0	1	0	0	0	0	выброс	изгнание;вытеснение
elaboration	0	0	0	0	0	0	1	0	0	0	разработка	детализация;уточнение
elated	0	0	0	0	1	0	1	0	0	0	ликующий	восторженный;окрылённый
elbow	1	0	0	0	0	0	0	0	0	0	локоть	
elder	0	0	0	0	0	0	1	0	0	1	старший	старейшина;старец
elders	0	0	0	0	0	0	1	0	0	1	старейшины	старцы;старшие
elect	0	0	0	0	0	0	1	0	0	1	избирать	выбирать;избрать
electorate	0	0	0	0	0	0	0	0	0	1	электорат	избиратели
electric	0	0	0	0	1	0	1	0	1	0	электрический	наэлектризованный;электризующий
electricity	0	0	0	0	0	0	1	0	0	0	электричество	электроэнергия
elegance	0	1	0	0	1	0	1	0	0	1	элегантность	изящество;изысканность
elegant	0	0	0	0	1	0	1	0	0	0	элегантный	изящный;изысканный
elevation	0	1	0	1	1	0	1	0	0	1	возвышение	подъём;высота
elf	1	0	1	1	0	0	0	0	0	0	эльф	
eligible	0	0	0	0	0	0	1	0	0	0	подходящий	приемлемый;имеющий право
elimination	1	0	1	1	0	1	0	1	0	0	устранение	исключение;ликвидация;элиминация
elite	0	1	0	0	1	0	1	0	0	1	элита	избранные;лучшие
eloquence	0	0	0	0	0	0	1	0	0	0	красноречие	красноречивость;ораторское искусство
eloquent	0	0	0	0	0	0	1	0	0	0	красноречивый	выразительный;убедительный
elucidate	0	0	0	0	0	0	1	0	0	1	разъяснять	прояснять;объяснять
elusive	0	0	0	0	0	1	0	0	1	0	неуловимый	ускользающий;труднодостижимый
emaciated	0	0	0	1	0	1	0	1	0	0	истощённый	изнурённый;изможденный
emancipation	0	1	0	0	1	0	1	0	0	0	эмансипация	освобождение;раскрепощение
embargo	0	0	0	0	0	1	0	0	0	0	эмбарго	запрет;блокада
embarrass	0	0	0	0	0	1	0	1	0	0	смущать	конфузить;стеснять
embarrassing	0	0	0	0	0	1	0	0	0	0	смущающий	неловкий;конфузный
embarrassment	0	0	0	1	0	1	0	1	1	0	смущение	неловкость;конфуз;стеснение
embezzlement	0	0	0	0	0	1	0	0	0	0	растрата	хищение;присвоение
embolism	0	0	0	1	0	1	0	1	0	0	эмболия	закупорка
embrace	0	1	0	0	1	0	1	0	1	1	объятие	обнимание;обнимашки
embroiled	0	0	0	0	0	1	0	0	0	0	втянутый	вовлечённый;запутавшийся
emergency	0	0	0	1	0	1	0	1	1	0	чрезвычайная ситуация	авария;критическая ситуация;ЧС
emeritus	0	0	0	0	0	0	1	0	0	0	заслуженный	почётный;в отставке
eminence	0	0	0	0	0	0	1	0	0	1	высокое положение	величие;известность
eminent	0	0	0	0	0	0	1	0	0	0	выдающийся	знаменитый;известный
eminently	0	0	0	0	0	0	1	0	0	0	в высшей степени	исключительно;чрезвычайно
emir	0	0	0	0	0	0	1	0	0	0	эмир	
empathy	0	0	0	0	0	0	1	0	0	0	сочувствие	эмпатия;сопереживание
emphasize	0	0	0	0	0	0	0	0	0	1	подчёркивать	акцентировать;выделять
employ	0	0	0	0	0	0	0	0	0	1	нанимать	трудоустраивать;принимать на работу
empower	0	0	0	0	0	0	1	0	0	0	уполномочивать	наделять полномочиями;давать силу
emptiness	0	0	0	0	0	0	0	1	0	0	пустота	опустошённость;бессмысленность
emulate	0	0	0	0	0	0	1	0	0	0	подражать	копировать;эмулировать
enable	0	0	0	0	0	0	1	0	0	1	включать	активировать;давать возможность
enablement	0	0	0	0	0	0	1	0	0	1	возможность	создание условий;расширение прав
enchant	0	1	0	0	1	0	1	0	1	0	очаровывать	околдовывать;пленять;чаровать
enchanted	0	0	0	0	1	0	1	0	0	1	очарованный	зачарованный;пленённый;околдованный
enchanting	0	1	0	0	1	0	1	0	0	0	очаровательный	чарующий;пленительный;обаятельный
enclave	0	0	0	0	0	1	0	0	0	0	анклав	резервация
encore	0	0	0	0	0	0	1	0	0	0	бис	повтор;анкор
encourage	0	0	0	0	1	0	1	0	0	1	поощрять	подбадривать;вдохновлять;ободрять
encouragement	0	0	0	0	0	0	1	0	0	0	поощрение	ободрение;поддержка;одобрение
encroachment	0	0	0	1	0	1	0	0	0	0	посягательство	вторжение;ущемление
encumbrance	1	0	0	1	0	1	0	1	0	0	обременение	бремя;помеха;обуза
encyclopedia	0	0	0	0	0	0	1	0	0	1	энциклопедия	
endanger	0	1	0	1	0	1	0	0	0	0	подвергать опасности	угрожать;ставить под угрозу
endangered	0	0	0	1	0	1	0	0	0	0	находящийся под угрозой	исчезающий;вымирающий
endeavor	0	1	0	0	0	0	1	0	0	0	стремиться	стараться;пытаться
endemic	0	0	1	1	0	1	0	1	0	0	эндемичный	местный;распространённый
endless	1	0	0	1	1	1	1	1	0	1	бесконечный	нескончаемый;безграничный;вечный
endocarditis	0	0	0	1	0	0	0	1	0	0	эндокардит	
endow	0	0	0	0	0	0	1	0	0	1	наделять	одарять;обеспечивать
endowed	0	0	0	0	0	0	1	0	0	0	наделённый	одарённый
endowment	0	0	0	0	0	0	1	0	0	1	дар	дарование;пожертвование
endurance	0	0	0	0	0	0	1	0	0	0	выносливость	стойкость;терпение
endure	0	0	0	0	0	0	1	0	0	0	терпеть	выносить;выдерживать;переносить
enema	0	0	1	0	0	0	0	0	0	0	клизма	
enemy	1	0	1	1	0	1	0	0	0	0	враг	противник;неприятель
energetic	0	0	0	0	0	0	1	0	0	0	энергичный	активный;бодрый
enforce	1	0	0	1	0	1	1	0	0	0	принуждать	обеспечивать исполнение;заставлять
enforcement	0	0	0	0	0	1	0	0	0	0	принуждение	исполнение;применение
engaged	0	1	0	0	1	0	1	0	0	1	увлечённый	помолвленный;занятый
engaging	0	0	0	0	1	0	1	0	0	1	привлекательный	увлекательный;обаятельный
engulf	0	1	0	0	0	0	0	0	0	0	поглощать	охватывать;затоплять
enhance	0	0	0	0	0	0	1	0	0	0	усиливать	улучшать;повышать
enigmatic	0	0	0	1	0	1	0	0	0	0	загадочный	таинственный;непостижимый
enjoy	0	1	0	0	1	0	1	0	0	1	наслаждаться	радоваться;получать удовольствие
enjoying	0	1	0	0	1	0	1	0	0	1	наслаждение	удовольствие
enlighten	0	0	0	0	1	0	1	0	0	1	просвещать	озарять;разъяснять
enlightenment	0	0	0	0	1	0	1	0	0	1	просветление	озарение;познание
enliven	0	0	0	0	1	0	1	0	1	1	оживить	воодушевить;взбодрить
enmity	1	0	0	1	0	1	0	1	0	0	враждебность	вражда;неприязнь
enrich	0	0	0	0	0	0	1	0	0	0	обогащать	обогатить;улучшать
enroll	0	1	0	0	0	0	0	0	0	1	зарегистрироваться	записаться;зачислиться
ensemble	0	0	0	0	0	0	1	0	0	1	ансамбль	коллектив;труппа
ensign	0	0	0	0	0	0	1	0	0	0	знамя	флаг;стяг
enslave	0	0	0	0	0	1	0	0	0	0	порабощать	поработить;закабалять
enslaved	1	0	1	1	0	1	0	1	0	0	порабощённый	закабалённый;угнетённый
enslavement	0	0	0	0	0	1	0	0	0	0	порабощение	рабство;закабаление
entangled	1	0	1	1	0	1	0	1	0	0	запутанный	спутанный;опутанный
entanglement	0	0	0	0	0	1	0	0	0	0	запутанность	путаница;сплетение
enterprising	0	0	0	0	0	0	1	0	0	0	предприимчивый	инициативный;деятельный
entertain	0	0	0	0	1	0	1	0	0	0	развлекать	забавлять;увеселять
entertained	0	0	0	0	1	0	1	0	0	0	развлечённый	позабавленный
entertaining	0	1	0	0	1	0	1	0	0	0	развлекательный	занимательный;забавный
entertainment	0	1	0	0	1	0	1	0	1	1	развлечение	забава;увеселение
enthusiasm	0	1	0	0	1	0	1	0	1	0	энтузиазм	воодушевление;восторг
enthusiast	0	1	0	0	1	0	1	0	1	0	энтузиаст	фанат;любитель
entrails	0	0	1	0	0	1	0	0	0	0	внутренности	потроха;кишки
entrust	0	0	0	0	0	0	0	0	0	1	доверить	вверить;поручить
envious	0	0	0	0	0	1	0	0	0	0	завистливый	завидующий
environ	0	0	0	0	0	0	1	0	0	0	окружать	окружение;среда
ephemeris	0	0	0	0	0	0	1	0	0	0	эфемерида	
epic	0	0	0	0	0	0	1	0	0	0	эпический	героический;грандиозный
epidemic	1	1	1	1	0	1	0	1	1	0	эпидемия	пандемия;мор
epilepsy	0	0	0	0	0	1	0	0	0	0	эпилепсия	падучая
episcopal	0	0	0	0	0	0	0	0	0	1	епископский	архиерейский
epitaph	0	0	0	0	0	0	0	1	0	0	эпитафия	надгробие;надпись
